Name,WMC,LCOM,DIT,CBO,RFC,LCAM,LOC,IsBuggy
SecurityProvider_2.0.30,1,0.0,0.0,0.0,1.0,0.0,9,0
StandardSecurityHandler_2.0.30,133,0.625,1.0,15.0,113.0,0.725,578,1
FDFAnnotation_2.0.30,54,0.893,0.0,24.0,50.0,0.811,326,1
FDFAnnotationLine_2.0.30,21,0.0,1.0,4.0,36.0,0.625,161,1
CMapManager_2.0.30,1,0.0,0.0,0.0,1.0,0.0,15,1
FileSystemFontProvider_2.0.30,12,0.5,1.0,3.0,3.0,0.25,487,1
PDSimpleFont_2.0.30,36,0.889,1.0,10.0,28.0,0.578,159,1
PDType3Font_2.0.30,62,0.958,2.0,20.0,64.0,0.705,170,0
PDLineDashPattern_2.0.30,9,0.25,0.0,3.0,14.0,0.533,33,1
PDColor_2.0.30,19,0.5,0.0,6.0,19.0,0.618,68,0
PDICCBased_2.0.30,59,0.85,2.0,14.0,68.0,0.811,266,0
SampledImageReader_2.0.30,13,0.0,0.0,5.0,14.0,0.25,385,1
PDGraphicsState_2.0.30,59,0.976,0.0,10.0,58.0,0.9,191,1
PDAcroForm_2.0.30,45,0.816,0.0,22.0,95.0,0.864,258,0
PreflightStreamEngine_2.0.30,59,0.667,1.0,63.0,87.0,0.671,297,1
PageDrawer_2.0.30,132,0.982,2.0,41.0,161.0,0.898,1004,1
TilingPaint_2.0.30,2,0.0,0.0,2.0,2.0,0.25,97,1
PDFToImage_2.0.30,4,0.0,0.0,3.0,18.0,0.444,175,1
XMPSchemaFactory_2.0.30,1,0.0,0.0,1.0,1.0,0.0,33,1
DomXmpParser_2.0.30,5,0.75,0.0,3.0,4.0,0.5,468,1
Name,WMC,LCOM,DIT,CBO,RFC,LCAM,LOC,IsBuggy
CFFCharset,16,0.0,0.0,0.0,7.0,0.381,62,0
CFFParser,86,0.0,0.0,14.0,47.0,0.67,808,1
Type1CharString,9,0.867,0.0,3.0,4.0,0.375,220,1
Type2CharString,7,1.125,1.0,1.0,3.0,0.0,198,1
CMapParser,24,1.0,0.0,1.0,11.0,0.583,387,1
PfbParser,15,0.9,0.0,0.0,7.0,0.357,72,1
CmapSubtable,100,0.837,0.0,3.0,34.0,0.395,334,0
GlyfCompositeDescript,40,0.75,1.0,6.0,47.0,0.596,126,1
HorizontalMetricsTable,14,0.375,1.0,3.0,12.0,0.437,45,1
TTFDataStream,24,0.0,0.0,0.0,16.0,0.656,71,0
TTFParser,46,0.667,0.0,21.0,36.0,0.531,128,1
Type1Lexer,71,0.8,0.0,4.0,11.0,0.711,223,1
Type1Parser,96,0.656,0.0,6.0,25.0,0.571,447,1
WindowsFontDirFinder,0,0.0,0.0,0.0,0.0,0.0,63,0
PDFStreamEngine,82,0.844,0.0,32.0,155.0,0.914,382,1
SetTextLeading,0,0.0,1.0,0.0,0.0,0.0,13,1
COSArray,50,0.0,1.0,5.0,31.0,0.72,144,0
COSObject,16,0.867,1.0,2.0,16.0,0.75,49,1
PDFDebugger,18,0.975,0.0,18.0,28.0,0.606,814,1
PagePane,23,0.95,0.0,21.0,44.0,0.417,233,1
StreamPane,10,0.714,0.0,8.0,4.0,0.375,307,0
TreeStatusPane,2,0.0,0.0,2.0,2.0,0.25,47,1
Tree,0,0.0,0.0,0.0,0.0,0.0,173,1
ZoomMenu,15,0.875,1.0,0.0,9.0,0.333,55,0
CreatePushButton,0,0.0,0.0,0.0,0.0,0.0,34,0
IndexPDFFiles,1,0.0,0.0,0.0,1.0,0.0,74,0
AddAnnotations,1,0.0,0.0,0.0,1.0,0.0,209,0
CreateSignature,1,0.0,1.0,0.0,1.0,0.0,78,1
CreateVisibleSignature,3,1.5,1.0,3.0,3.0,0.333,138,1
CreateVisibleSignature2,3,1.0,1.0,1.0,3.0,0.333,241,1
SigUtils,29,0.0,0.0,20.0,45.0,0.643,156,1
CRLVerifier,1,0.0,0.0,1.0,1.0,0.0,137,0
CertificateVerifier,1,0.0,0.0,1.0,1.0,0.0,201,0
OcspHelper,48,0.619,0.0,23.0,29.0,0.729,253,0
AddValidationInformation,52,0.819,0.0,19.0,50.0,0.618,294,1
CertInformationCollector,13,0.917,0.0,14.0,12.0,0.657,171,0
ConnectedInputStream,9,0.0,0.0,0.0,9.0,0.611,34,0
PrintImageLocations,2,0.0,1.0,6.0,4.0,0.0,56,0
ASCIIHexFilter,2,0.0,1.0,1.0,2.0,0.0,37,0
CCITTFaxFilter,5,0.0,1.0,1.0,15.0,0.167,65,1
Predictor,35,0.0,0.0,0.0,5.0,0.333,169,0
PDFCloneUtility,20,0.0,0.0,9.0,22.0,0.444,116,1
BaseParser,193,0.942,0.0,15.0,59.0,0.818,563,1
COSParser,348,0.939,1.0,24.0,173.0,0.854,1329,1
PDFXrefStreamParser,23,0.667,1.0,9.0,28.0,0.633,102,1
COSWriter,96,0.991,0.0,24.0,82.0,0.821,599,1
PDAbstractContentStream,174,0.783,0.0,23.0,131.0,0.892,510,1
PDDocument,96,0.911,0.0,35.0,151.0,0.907,508,1
PDPage,61,0.781,0.0,17.0,67.0,0.86,260,1
PDPageContentStream,256,0.807,0.0,29.0,193.0,0.913,790,0
PDPageTree,52,0.619,0.0,9.0,42.0,0.707,222,1
PDNameTreeNode,15,0.722,0.0,4.0,11.0,0.639,141,0
PDNumberTreeNode,4,0.0,0.0,3.0,3.0,0.444,127,0
PDPageLabels,20,0.0,0.0,7.0,11.0,0.696,152,0
PDFunction,39,0.896,0.0,13.0,35.0,0.678,108,1
PDFunctionType0,26,1.0,1.0,7.0,56.0,0.692,159,1
PDFunctionTypeIdentity,4,0.0,1.0,2.0,4.0,0.5,15,1
PDStructureNode,30,0.0,0.0,9.0,23.0,0.62,137,0
PublicKeyDecryptionMaterial,0,0.0,1.0,0.0,0.0,0.0,33,0
SecurityHandler,54,0.94,0.0,14.0,35.0,0.868,237,0
StandardSecurityHandler,133,0.625,1.0,15.0,112.0,0.722,577,1
FDFDocument,7,0.0,0.0,4.0,17.0,0.556,86,0
AcroFormOrphanWidgetsProcessor,22,0.0,1.0,15.0,47.0,0.633,84,1
FileSystemFontProvider,19,0.5,1.0,5.0,5.0,0.25,426,0
PDCIDFontType2,55,0.844,1.0,16.0,78.0,0.653,178,1
PDCIDFontType2Embedder,57,0.929,1.0,17.0,41.0,0.679,355,1
PDFont,62,0.823,0.0,13.0,77.0,0.725,226,1
PDFontFactory,20,0.0,0.0,15.0,10.0,0.5,48,1
PDSimpleFont,34,0.889,1.0,8.0,28.0,0.578,156,1
PDType0Font,56,0.856,1.0,16.0,94.0,0.715,226,1
PDType1CFont,42,0.857,2.0,18.0,48.0,0.571,192,1
PDType1Font,74,1.003,2.0,20.0,97.0,0.594,301,1
PDType3Font,62,0.958,2.0,20.0,64.0,0.705,170,1
ToUnicodeWriter,4,1.0,0.0,0.0,3.0,0.167,90,1
PDSeparation,16,0.833,2.0,7.0,49.0,0.717,127,1
CCITTFactory,12,0.0,0.0,11.0,24.0,0.524,200,1
LosslessFactory,2,0.0,0.0,7.0,3.0,0.4,377,0
PDImageXObject,53,0.833,1.0,16.0,90.0,0.871,389,1
SampledImageReader,13,0.0,0.0,5.0,14.0,0.25,377,0
CubicBezierCurve,1,0.0,0.0,0.0,1.0,0.0,39,0
PDMeshBasedShadingType,1,0.0,3.0,2.0,1.0,0.0,123,1
PDShadingType4,4,0.0,2.0,4.0,15.0,0.5,98,1
PDShadingType5,4,0.0,2.0,3.0,15.0,0.5,76,1
PDExtendedGraphicsState,66,0.0,0.0,13.0,90.0,0.837,185,1
PDGraphicsState,53,0.975,0.0,10.0,54.0,0.9,179,0
PDAnnotationMarkup,59,0.0,1.0,21.0,60.0,0.883,243,0
CloudyBorder,66,0.826,0.0,2.0,41.0,0.674,535,0
PDFileAttachmentAppearanceHandler,8,0.0,1.0,7.0,70.0,0.607,62,1
PDHighlightAppearanceHandler,26,0.0,1.0,16.0,96.0,0.5,123,0
PDInkAppearanceHandler,17,0.0,1.0,8.0,91.0,0.5,67,0
PDLineAppearanceHandler,31,0.0,1.0,10.0,112.0,0.5,150,0
PDPolygonAppearanceHandler,26,0.0,1.0,13.0,110.0,0.625,100,0
PDPolylineAppearanceHandler,30,0.0,1.0,14.0,96.0,0.524,115,0
PDSquigglyAppearanceHandler,14,0.0,1.0,18.0,111.0,0.5,93,0
PDStrikeoutAppearanceHandler,17,0.0,1.0,8.0,91.0,0.5,76,0
PDUnderlineAppearanceHandler,17,0.0,1.0,8.0,91.0,0.5,76,0
COSFilterInputStream,18,0.25,0.0,0.0,8.0,0.417,47,1
AppearanceGeneratorHelper,73,0.895,0.0,30.0,158.0,0.774,428,1
PDAcroForm,45,0.816,0.0,22.0,95.0,0.864,236,1
PDFieldFactory,17,0.0,0.0,16.0,13.0,0.187,48,0
PDTerminalField,16,0.0,1.0,8.0,37.0,0.722,71,0
PreflightParser,116,0.891,3.0,29.0,207.0,0.858,369,0
PDFRenderer,27,0.932,0.0,15.0,43.0,0.825,223,1
PageDrawer,132,0.973,2.0,41.0,162.0,0.898,956,1
TextToPDF,10,0.969,0.0,3.0,9.0,0.711,218,1
DateConverter,5,0.0,0.0,0.0,2.0,0.25,236,0
Matrix,59,0.654,0.0,5.0,47.0,0.803,251,1
DateConverter,1,0.0,0.0,0.0,1.0,0.0,164,0
Name,WMC,LCOM,DIT,CBO,RFC,LCAM,LOC,IsBuggy
CFFParser,86,0.0,0.0,14.0,47.0,0.67,810,1
CMapParser,24,1.0,0.0,1.0,11.0,0.583,395,1
PfbParser,15,0.9,0.0,0.0,7.0,0.357,72,1
CmapSubtable,101,0.837,0.0,3.0,34.0,0.395,334,1
GlyphTable,24,0.625,1.0,6.0,22.0,0.6,71,1
Type1Parser,97,0.656,0.0,6.0,25.0,0.571,449,1
PDFStreamEngine,82,0.844,0.0,32.0,155.0,0.914,382,1
COSDictionary,64,0.667,1.0,10.0,46.0,0.749,396,1
UnmodifiableCOSDictionary,3,0.0,2.0,0.0,3.0,0.333,10,0
EncryptFlag,1,0.0,1.0,1.0,1.0,0.0,23,0
PagePane,23,0.95,0.0,21.0,45.0,0.417,235,1
OpaquePDFRenderer,2,0.0,1.0,3.0,2.0,0.333,50,1
DCTFilter,3,0.0,1.0,1.0,1.0,0.0,187,1
Filter,13,0.0,0.0,5.0,8.0,0.444,44,0
LayerUtility,15,0.75,0.0,18.0,80.0,0.458,126,0
Overlay,67,0.878,0.0,12.0,84.0,0.754,310,1
PDFCloneUtility,20,0.75,0.0,10.0,22.0,0.444,127,1
PDFMergerUtility,195,0.882,0.0,40.0,200.0,0.882,680,0
BaseParser,193,0.942,0.0,15.0,59.0,0.818,564,1
COSParser,340,0.939,1.0,24.0,173.0,0.854,1327,0
PDFStreamParser,41,1.0,1.0,8.0,20.0,0.75,189,0
PDDocument,96,0.911,0.0,35.0,157.0,0.907,510,1
PDDocumentCatalog,66,0.759,0.0,31.0,58.0,0.922,183,1
PDPage,60,0.781,0.0,17.0,67.0,0.86,260,0
PDResources,102,0.429,0.0,16.0,79.0,0.853,252,1
PDStream,23,0.536,0.0,10.0,40.0,0.82,157,0
PDFunctionType0,26,1.0,1.0,7.0,56.0,0.692,159,0
PDFunctionType3,20,1.0,1.0,5.0,30.0,0.643,62,1
PDPropertyList,6,0.0,0.0,5.0,5.0,0.25,17,0
AccessPermission,44,0.909,0.0,0.0,30.0,0.633,124,1
SecurityHandler,54,0.94,0.0,14.0,35.0,0.868,237,0
FDFAnnotationCaret,5,0.0,1.0,4.0,10.0,0.5,41,0
FDFField,32,0.0,0.0,11.0,32.0,0.85,274,0
FDFJavaScript,3,0.0,0.0,1.0,3.0,0.333,49,0
CMapManager,1,0.0,0.0,0.0,1.0,0.0,15,1
FileSystemFontProvider,19,0.5,1.0,5.0,5.0,0.25,428,0
FontMapperImpl,21,1.0,0.0,8.0,10.0,0.667,329,1
PDCIDFont,54,0.87,0.0,11.0,32.0,0.605,180,1
PDCIDFontType2Embedder,57,0.929,1.0,17.0,41.0,0.679,360,1
PDFont,62,0.823,0.0,13.0,77.0,0.725,225,0
PDPanose,3,0.75,0.0,1.0,3.0,0.333,10,0
PDTrueTypeFont,78,0.891,2.0,24.0,90.0,0.741,280,1
PDType0Font,56,0.856,1.0,16.0,94.0,0.715,228,1
PDType1Font,74,1.003,2.0,20.0,97.0,0.594,301,1
PDType3CharProc,18,0.611,0.0,10.0,22.0,0.593,72,0
TrueTypeEmbedder,32,0.875,0.0,15.0,92.0,0.685,177,1
PDXObject,16,0.0,0.0,12.0,14.0,0.714,44,1
PDColor,19,0.5,0.0,6.0,19.0,0.618,68,1
PDDeviceNAttributes,6,0.0,0.0,3.0,8.0,0.4,54,0
CCITTFactory,12,0.0,0.0,11.0,24.0,0.524,201,0
PDOptionalContentMembershipDictionary,5,0.0,1.0,2.0,10.0,0.5,30,0
PDGraphicsState,53,0.975,0.0,10.0,54.0,0.9,179,0
PDActionEmbeddedGoTo,20,0.0,1.0,10.0,25.0,0.75,50,1
PDActionGoTo,7,0.0,1.0,6.0,15.0,0.5,18,0
PDAbstractAppearanceHandler,37,0.722,0.0,13.0,89.0,0.796,192,0
PDCaretAppearanceHandler,7,0.0,1.0,10.0,86.0,0.467,47,1
PDCircleAppearanceHandler,12,0.0,1.0,14.0,122.0,0.5,65,0
PDFileAttachmentAppearanceHandler,7,0.0,1.0,7.0,69.0,0.583,57,0
PDFreeTextAppearanceHandler,64,0.333,1.0,34.0,155.0,0.571,245,1
PDHighlightAppearanceHandler,25,0.0,1.0,16.0,95.0,0.467,118,0
PDInkAppearanceHandler,16,0.0,1.0,8.0,90.0,0.467,62,0
PDLineAppearanceHandler,30,0.0,1.0,10.0,111.0,0.467,146,1
PDLinkAppearanceHandler,20,0.0,1.0,12.0,85.0,0.5,76,0
PDPolygonAppearanceHandler,25,0.0,1.0,13.0,109.0,0.607,95,0
PDPolylineAppearanceHandler,29,0.0,1.0,14.0,95.0,0.5,110,0
PDSoundAppearanceHandler,5,0.0,1.0,2.0,5.0,0.467,11,0
PDSquareAppearanceHandler,12,0.0,1.0,14.0,114.0,0.5,52,0
PDSquigglyAppearanceHandler,13,0.0,1.0,18.0,110.0,0.467,88,0
PDStrikeoutAppearanceHandler,16,0.0,1.0,8.0,90.0,0.467,71,0
PDTextAppearanceHandler,43,0.0,1.0,14.0,135.0,0.553,468,1
PDUnderlineAppearanceHandler,16,0.0,1.0,8.0,90.0,0.467,71,0
PDAcroForm,45,0.816,0.0,22.0,95.0,0.864,238,1
PDNonTerminalField,16,0.0,1.0,7.0,23.0,0.704,76,0
PDRadioButton,7,0.0,3.0,6.0,21.0,0.6,32,0
PDSignatureField,21,0.0,2.0,11.0,48.0,0.712,69,0
PDTerminalField,16,0.0,1.0,8.0,37.0,0.722,71,0
StreamValidationProcess,35,0.0,1.0,15.0,23.0,0.3,171,1
PDFPrintable,14,0.929,0.0,6.0,36.0,0.543,107,0
PDFRenderer,27,0.932,0.0,15.0,44.0,0.825,224,0
PageDrawer,136,0.969,2.0,41.0,163.0,0.898,993,1
Encrypt,2,0.0,0.0,0.0,2.0,0.0,110,0
PDFSplit,2,0.0,0.0,0.0,2.0,0.0,109,0
TextToPDF,10,0.969,0.0,3.0,9.0,0.711,213,0
Matrix,59,0.654,0.0,5.0,47.0,0.803,251,0
Name,WMC,LCOM,DIT,CBO,RFC,LCAM,LOC,IsBuggy
CFFCIDFont,18,0.762,1.0,4.0,10.0,0.417,89,1
CFFParser,86,0.0,0.0,14.0,47.0,0.67,810,0
Type1CharString,9,0.867,0.0,3.0,4.0,0.375,221,0
Type1FontUtil,9,0.0,0.0,0.0,7.0,0.19,49,0
Type2CharString,7,1.125,1.0,1.0,3.0,0.0,203,0
CmapSubtable,101,0.837,0.0,3.0,34.0,0.395,334,0
GlyfCompositeDescript,40,0.75,1.0,6.0,46.0,0.596,128,0
GlyphRenderer,7,0.0,0.0,3.0,9.0,0.5,86,1
GlyphSubstitutionTable,47,0.667,1.0,3.0,22.0,0.602,388,1
NamingTable,19,0.0,1.0,4.0,13.0,0.167,114,1
TTFSubsetter,94,0.84,0.0,15.0,108.0,0.755,561,1
Type1Font,20,0.992,0.0,4.0,47.0,0.425,154,0
ShadingFill,0,0.0,2.0,0.0,0.0,0.0,12,1
OSXAdapter,7,0.0,0.0,0.0,2.0,0.25,134,0
LZWFilter,5,0.0,1.0,1.0,1.0,0.0,121,0
ScratchFile,62,0.768,0.0,4.0,23.0,0.7,186,0
ScratchFileBuffer,51,0.575,0.0,1.0,31.0,0.735,191,0
LayerUtility,15,0.75,0.0,18.0,80.0,0.458,126,1
Overlay,68,0.878,0.0,12.0,84.0,0.754,313,1
PDFMergerUtility,194,0.882,0.0,40.0,200.0,0.882,680,1
BaseParser,196,0.942,0.0,15.0,59.0,0.818,573,1
COSParser,340,0.939,1.0,24.0,173.0,0.854,1327,1
PDFStreamParser,41,1.0,1.0,8.0,20.0,0.75,199,1
COSWriter,106,0.987,0.0,24.0,85.0,0.836,610,1
ContentStreamWriter,17,0.5,0.0,8.0,10.0,0.333,81,1
PDAbstractContentStream,174,0.783,0.0,23.0,132.0,0.892,510,0
PDDocument,96,0.911,0.0,35.0,157.0,0.907,510,1
PDPage,60,0.781,0.0,17.0,67.0,0.86,260,0
PDPageContentStream,256,0.807,0.0,29.0,194.0,0.913,790,0
PDResources,102,0.429,0.0,16.0,79.0,0.853,263,0
FDFField,32,0.0,0.0,11.0,32.0,0.85,274,0
PDFont,64,0.823,0.0,13.0,77.0,0.725,227,1
PDICCBased,63,0.85,2.0,14.0,68.0,0.811,264,1
PDImageXObject,53,0.833,1.0,16.0,91.0,0.871,392,0
SampledImageReader,13,0.0,0.0,5.0,14.0,0.25,381,1
PDAnnotation,87,0.943,0.0,29.0,76.0,0.886,235,0
PDFileAttachmentAppearanceHandler,8,0.0,1.0,7.0,69.0,0.583,59,1
AppearanceGeneratorHelper,73,0.895,0.0,30.0,158.0,0.774,433,1
PDAcroForm,45,0.816,0.0,22.0,95.0,0.864,240,0
PDChoice,13,0.889,3.0,5.0,26.0,0.662,122,1
PageDrawer,134,0.969,2.0,41.0,162.0,0.898,985,1
TTFGlyph2D,8,0.905,0.0,8.0,21.0,0.686,63,1
PDFTextStripper,153,0.971,2.0,9.0,168.0,0.844,716,1
TextPosition,83,0.928,0.0,3.0,42.0,0.694,324,1
PDFText2HTML,8,1.0,3.0,1.0,10.0,0.524,155,1
TextToPDF,10,0.969,0.0,3.0,9.0,0.711,230,1
PdfaExtensionHelper,40,0.0,0.0,19.0,16.0,0.667,144,1
Name,WMC,LCOM,DIT,CBO,RFC,LCAM,LOC,IsBuggy
CMapParser,20,0.0,0.0,0.0,6.0,0.458,396,0
TrueTypeFont,21,0.889,0.0,0.0,11.0,0.576,239,1
Type1Parser,93,0.75,0.0,0.0,12.0,0.444,451,1
PDFStreamEngine,21,0.75,0.0,0.0,14.0,0.571,390,1
PDFDebugger,17,1.0,0.0,0.0,10.0,0.45,815,0
CSDeviceN,0,0.0,0.0,0.0,0.0,0.0,40,1
CreateRadioButtons,1,0.0,0.0,0.0,1.0,0.0,86,1
CreatePDFA,1,0.0,0.0,0.0,1.0,0.0,51,0
OpaquePDFRenderer,0,0.0,0.0,0.0,0.0,0.0,71,1
CustomPageDrawer,0,0.0,0.0,0.0,0.0,0.0,64,1
SigUtils,1,0.0,0.0,0.0,1.0,0.0,159,1
CertificateVerifier,1,0.0,0.0,0.0,1.0,0.0,201,0
CertInformationHelper,1,0.0,0.0,0.0,1.0,0.0,54,0
PDFMergerExample,0,0.0,0.0,0.0,0.0,0.0,70,0
RunLengthDecodeFilter,0,0.0,0.0,0.0,0.0,0.0,86,0
BaseParser,65,0.947,0.0,0.0,25.0,0.688,575,1
InputStreamSource,17,0.563,0.0,0.0,12.0,0.444,70,1
PDFStreamParser,7,0.0,0.0,0.0,5.0,0.533,209,1
PDFXrefStreamParser,11,0.0,0.0,0.0,4.0,0.444,103,1
RandomAccessSource,12,0.0,0.0,0.0,12.0,0.444,42,1
SequentialSource,11,0.0,1.0,0.0,11.0,0.424,12,1
PDFunction,16,1.0,0.0,0.0,7.0,0.214,110,1
PDEncryption,31,0.0,0.0,0.0,24.0,0.528,155,0
PDCIDFont,43,0.889,0.0,0.0,12.0,0.208,180,1
PDCIDFontType2,32,0.667,0.0,0.0,8.0,0.125,182,1
PDTrueTypeFont,50,1.0,0.0,0.0,8.0,0.187,284,1
PDType3Font,25,0.0,0.0,0.0,8.0,0.25,170,1
PDDeviceN,13,0.0,0.0,0.0,7.0,0.476,241,1
PDICCBased,32,0.813,0.0,0.0,9.0,0.611,265,0
PDIndexed,21,0.583,0.0,0.0,9.0,0.556,123,0
PDSeparation,8,0.0,0.0,0.0,5.0,0.4,125,1
PDInlineImage,13,1.0,0.0,0.0,12.0,0.528,178,0
PNGConverter,54,0.974,0.0,0.0,9.0,0.556,479,0
XObjImageValidator,25,0.0,0.0,0.0,8.0,0.0,64,1
PageDrawer,39,1.185,0.0,0.0,19.0,0.526,1003,1
ExtractXMP,2,0.0,0.0,0.0,2.0,0.0,76,0
PDFBox,2,0.0,0.0,0.0,2.0,0.0,64,0
PrintPDF,4,0.0,0.0,0.0,3.0,0.0,203,0
XMPMetadata,3,0.0,0.0,0.0,3.0,0.0,144,0
DomXmpParser,4,0.75,0.0,0.0,3.0,0.333,465,1
Name,WMC,LCOM,DIT,CBO,RFC,LCAM,LOC,IsBuggy
GlyphSubstitutionTable,47,0.667,1.0,3.0,22.0,0.602,389,1
KerningSubtable,29,0.885,0.0,2.0,15.0,0.521,137,1
MaximumProfileTable,33,0.933,1.0,2.0,35.0,0.687,98,0
OpenTypeFont,9,0.0,1.0,3.0,9.0,0.571,34,1
TTFDataStream,24,0.0,0.0,0.0,16.0,0.656,72,1
TTFParser,47,0.667,0.0,22.0,37.0,0.531,127,1
TTFSubsetter,95,0.84,0.0,15.0,109.0,0.755,563,1
Type1Lexer,71,0.8,0.0,4.0,11.0,0.711,223,0
PDFStreamEngine,82,0.825,0.0,32.0,160.0,0.914,375,1
COSName,4,0.0,1.0,0.0,4.0,0.375,601,1
COSObject,16,0.867,1.0,2.0,16.0,0.75,51,0
SimpleFont,1,0.0,1.0,3.0,6.0,0.0,44,0
Type0Font,2,0.0,1.0,3.0,3.0,0.0,73,0
DCTFilter,3,0.0,1.0,1.0,1.0,0.0,191,1
JPXFilter,0,0.0,1.0,1.0,0.0,0.0,84,1
PDFMergerUtility,194,0.882,0.0,40.0,200.0,0.882,680,1
PDFParser,19,0.0,2.0,8.0,182.0,0.444,64,0
PDFStreamParser,43,1.0,1.0,8.0,21.0,0.762,210,1
PDFXrefStreamParser,23,0.667,1.0,9.0,28.0,0.633,103,1
PDDocument,98,0.911,0.0,36.0,159.0,0.908,515,1
PDDocumentCatalog,66,0.759,0.0,31.0,58.0,0.922,183,0
PDPageTree,52,0.619,0.0,9.0,42.0,0.707,229,0
PDRectangle,19,1.0,0.0,5.0,31.0,0.632,109,0
SecurityHandler,54,0.94,0.0,14.0,35.0,0.868,239,1
SecurityProvider,1,0.0,0.0,0.0,1.0,0.0,9,0
StandardSecurityHandler,133,0.625,1.0,15.0,113.0,0.725,578,1
FDFAnnotation,54,0.893,0.0,24.0,50.0,0.811,326,1
FDFAnnotationLine,21,0.0,1.0,4.0,36.0,0.625,161,1
CMapManager,1,0.0,0.0,0.0,1.0,0.0,15,1
FileSystemFontProvider,12,0.5,1.0,3.0,3.0,0.25,487,1
PDSimpleFont,36,0.889,1.0,10.0,28.0,0.578,159,1
PDType3Font,62,0.958,2.0,20.0,64.0,0.705,170,0
PDLineDashPattern,9,0.25,0.0,3.0,14.0,0.533,33,1
PDColor,19,0.5,0.0,6.0,19.0,0.618,68,0
PDICCBased,59,0.85,2.0,14.0,68.0,0.811,266,0
SampledImageReader,13,0.0,0.0,5.0,14.0,0.25,385,1
PDGraphicsState,59,0.976,0.0,10.0,58.0,0.9,191,1
PDAcroForm,45,0.816,0.0,22.0,95.0,0.864,258,0
PreflightStreamEngine,59,0.667,1.0,63.0,87.0,0.671,297,1
PageDrawer,132,0.982,2.0,41.0,161.0,0.898,1004,1
TilingPaint,2,0.0,0.0,2.0,2.0,0.25,97,1
PDFToImage,4,0.0,0.0,3.0,18.0,0.444,175,1
XMPSchemaFactory,1,0.0,0.0,1.0,1.0,0.0,33,1
DomXmpParser,5,0.75,0.0,3.0,4.0,0.5,468,1
